phc_id,state,district,subdistrict,name,latitude,longitude,is_active,beds,doctors,nurses
PHCR002124,Andhra Pradesh Old,Krishna,Nandigama,Gollamudi,16.77811,80.29961,False,,,
PHCR002125,Andhra Pradesh Old,Krishna,Nandigama,Lingalapadu,16.77813,80.29963,False,,,
PHCR002126,Andhra Pradesh Old,East Godavari,Mandapet,Kunduru,16.77935,82.03,False,,,
PHCR002127,Andhra Pradesh Old,East Godavari,Mandapet,Drakhsharama,16.77938,82.03003,False,,,
PHCR002128,Andhra Pradesh Old,West Godavari,Tadepalligudem,Pentapadu,16.78157,81.53367,False,,,
PHCR002129,Andhra Pradesh Old,East Godavari,Kapileswarpuram,Angara,16.78249,81.92409,False,,,
PHCR002130,Andhra Pradesh Old,East Godavari,Kothapet  (APVVP),Ryali,16.78249,81.78844,False,,,
PHCR002131,Andhra Pradesh Old,Nalgonda,Deverkonda,Chinthapally,16.78308,79.29173,False,,,
PHCR002132,Andhra Pradesh Old,East Godavari,Kothapet  (APVVP),Ubalanka,16.78883,81.83803,False,,,
PHCR002133,Andhra Pradesh Old,East Godavari,R Chodavarm (APVVP),Wadapalli,16.78883,81.83803,False,,,
PHCR002134,Andhra Pradesh Old,Krishna,Kankipadu,Thotlavalluru,16.79066,80.91226,False,,,
PHCR002135,Andhra Pradesh Old,West Godavari,Penugonda,Undrajavaram,16.79096,81.70191,False,,,
PHCR002136,Andhra Pradesh Old,Mahbubnagar,Amangal,Madgul,16.795,78.71664,False,,,
PHCR002137,Andhra Pradesh Old,Mahbubnagar,Badepally,Gangapur,16.79816,78.10911,False,,,
PHCR002138,Andhra Pradesh Old,West Godavari,Bhimadole,Pulla,16.80049,81.32904,False,,,
PHCR002139,Andhra Pradesh Old,Nalgonda,Nagarjuna Sagar,Nidmanoor,16.80507,79.35452,False,,,
PHCR002140,Andhra Pradesh Old,East Godavari,Kothapet  (APVVP),Atreyapuram,16.81402,81.80827,False,,,
PHCR002141,Andhra Pradesh Old,Krishna,Nuzividu,Musunuru,16.83476,80.97839,False,,,
PHCR002142,Andhra Pradesh Old,Krishna,Vissannapeta,Vissannapeta,16.83794,80.78389,False,,,
PHCR002143,Andhra Pradesh Old,West Godavari,Bhimadole,CHEBROLU,16.8414,81.40825,False,,,
PHCR002144,Andhra Pradesh Old,East Godavari,Tallarevu,Gollapalem,16.84232,82.14587,False,,,
PHCR002145,Andhra Pradesh Old,Nalgonda,Miryalguda,Alagadapa,16.84596,79.55946,False,,,
PHCR002146,Andhra Pradesh Old,East Godavari,R Chodavarm (APVVP),Mangampadu,16.847262,82.061005,False,,,
PHCR002147,Andhra Pradesh Old,Nalgonda,Huzurnagar,Lingagiri,16.85227,79.86367,False,,,
PHCR002148,Andhra Pradesh Old,Nalgonda,Huzurnagar,Mattampally,16.85228,79.86368,False,,,
PHCR002149,Andhra Pradesh Old,Mahbubnagar,Amangal,Irwin,16.85794,78.50454,False,,,
PHCR002150,Andhra Pradesh Old,Mahbubnagar,Amangal,Amangal,16.85795,78.50455,False,,,
PHCR002151,Andhra Pradesh Old,East Godavari,Gokavaram,Seethanagaram,16.85801,81.88766,False,,,
PHCR002152,Andhra Pradesh Old,East Godavari,Alamuru,Choppella,16.85806,81.88771,False,,,
PHCR002153,Andhra Pradesh Old,Nalgonda,Marriguda,Nampally,16.85856,78.83295,False,,,
PHCR002154,Andhra Pradesh Old,Krishna,Urban Health Facilities,UHC Mittagudem,16.858801,80.833627,False,,,
PHCR002155,Andhra Pradesh Old,Mahbubnagar,Narayanpet,Damargidda,16.86112,77.54364,False,,,
PHCR002156,Andhra Pradesh Old,East Godavari,Mandapet,UHC P.Harijanapeta,16.8667,81.9333,False,,,
PHCR002157,Andhra Pradesh Old,East Godavari,Mandapet,UHC Rajababunagar,16.8667,81.9333,False,,,
PHCR002158,Andhra Pradesh Old,Ranga Reddy,Parigi ,Mohammadabad,16.87338,77.89032,False,,,
PHCR002159,Andhra Pradesh Old,Krishna,Nuzividu,Digavalli,16.87571,80.88591,False,,,
PHCR002160,Andhra Pradesh Old,Krishna,Nuzividu,Ramanakkapeta,16.87575,80.88595,False,,,
PHCR002161,Andhra Pradesh Old,East Godavari,Anaparthy (APVVP),Ramavaram,16.87697,81.96052,False,,,
PHCR002162,Andhra Pradesh Old,East Godavari,Anaparthy (APVVP),Kutukuluru,16.87698,81.96053,False,,,
PHCR002163,Andhra Pradesh Old,Mahbubnagar,Badepally,Thimmajipet,16.88004,78.32989,False,,,
PHCR002164,Andhra Pradesh Old,West Godavari,Chintalapudi,Dharmajigudem,16.88549,80.99568,False,,,
PHCR002165,Andhra Pradesh Old,West Godavari,Tadepalligudem,MADHAVARAM,16.88863,81.59308,False,,,
PHCR002166,Andhra Pradesh Old,Khammam,Madhira,Banigandlapadu,16.89355,80.54027,False,,,
PHCR002167,Andhra Pradesh Old,Krishna,Jaggaiahpeta,Penuganchiprolu,16.89451,80.25676,False,,,
PHCR002168,Andhra Pradesh Old,West Godavari,Penugonda,Kanuru,16.89521,81.36513,False,,,
PHCR002169,Andhra Pradesh Old,West Godavari,Tanuku,Manchili,16.89522,81.36514,False,,,
PHCR002170,Andhra Pradesh Old,East Godavari,Tallarevu,Karapa,16.89895,82.1657,False,,,
PHCR002171,Andhra Pradesh Old,East Godavari,Prathipadu,Veeravaram,16.90214,81.80824,False,,,
PHCR002172,Andhra Pradesh Old,West Godavari,Nidadavole,Dommeru,16.903278,81.670732,False,,,
PHCR002173,Andhra Pradesh Old,Nalgonda,Huzurnagar,Kalmalcheruvu,16.90891,79.796111,False,,,
PHCR002174,Andhra Pradesh Old,Nalgonda,Huzurnagar,Garidepally,16.90898,79.76118,False,,,
PHCR002175,Andhra Pradesh Old,Ranga Reddy,Parigi ,Ganded,16.92403,77.803847,False,,,
PHCR002176,Andhra Pradesh Old,East Godavari,Pedapudi,Konkuduru,16.92732,82.00687,False,,,
PHCR002177,Andhra Pradesh Old,West Godavari,Jangareddigudem,Koyyalagudem,16.92954,81.65579,False,,,
PHCR002178,Andhra Pradesh Old,East Godavari,Kadiyam,Dwarapudi,16.93046,81.91416,False,,,
PHCR002179,Andhra Pradesh Old,East Godavari,Pedapudi,Peddada,16.93361,82.05321,False,,,
PHCR002180,Andhra Pradesh Old,East Godavari,Pedapudi,Sampara,16.93361,82.05321,False,,,
PHCR002181,Andhra Pradesh Old,East Godavari,Kadiyam,D.Kesavaram,16.933849,81.882528,False,,,
PHCR002182,Andhra Pradesh Old,West Godavari,Nidadavole,Tadimalla,16.93583,81.60958,False,,,
PHCR002183,Andhra Pradesh Old,Nalgonda,Nalgonda,Thipparthy,16.93728,79.98758,False,,,
PHCR002184,Andhra Pradesh Old,West Godavari,Tadepalligudem,Nallajerla,16.93898,81.40168,False,,,
PHCR002185,Andhra Pradesh Old,West Godavari,Chintalapudi,Lingapalem,16.941215,80.977478,False,,,
PHCR002186,Andhra Pradesh Old,Krishna,Mylavaram,Velagaleru,16.94184,80.63559,False,,,
PHCR002187,Andhra Pradesh Old,Nalgonda,Nalgonda,Kangal,16.944631,79.217512,False,,,
PHCR002188,Andhra Pradesh Old,East Godavari,Pedapudi,UHC Godarigunta,16.945181,82.238647,False,,,
PHCR002189,Andhra Pradesh Old,East Godavari,Pedapudi,UHC Muthanagar,16.945181,82.238647,False,,,
PHCR002190,Andhra Pradesh Old,East Godavari,Pedapudi,UHC Recherlapeta,16.945181,82.238647,False,,,
PHCR002191,Andhra Pradesh Old,East Godavari,Pedapudi,UHC Sanjaynagar,16.945181,82.238647,False,,,
PHCR002192,Andhra Pradesh Old,East Godavari,Pedapudi,UHC Suryanarayanapuram,16.945181,82.238647,False,,,
PHCR002193,Andhra Pradesh Old,East Godavari,Pedapudi,UHC Yetimoga,16.945181,82.238647,False,,,
PHCR002194,Andhra Pradesh Old,Nalgonda,Alair,Yadagirigutta,16.94981,79.58256,False,,,
PHCR002195,Andhra Pradesh Old,East Godavari,Kadiyam,Dowleswaram,16.95253,81.78814,False,,,
PHCR002196,Andhra Pradesh Old,Mahbubnagar,Shadnagar,Burgula,16.9555,78.2211,False,,,
PHCR002197,Andhra Pradesh Old,Mahbubnagar,Badepally,Rajapur,16.95551,78.22111,False,,,
PHCR002198,Andhra Pradesh Old,Mahbubnagar,Shadnagar,Balanagar,16.95551,78.22111,False,,,
PHCR002199,Andhra Pradesh Old,Nalgonda,Kodad,Kapugal,16.95615,79.9562,False,,,
PHCR002200,Andhra Pradesh Old,Nalgonda,Miryalguda,Penchikaldinna,16.96241,79.69166,False,,,
PHCR002201,Andhra Pradesh Old,East Godavari,Anaparthy (APVVP),Biccavolu,16.97451,82.03006,False,,,
PHCR002202,Andhra Pradesh Old,Krishna,Jaggaiahpeta,Vastavai,16.9765,80.26825,False,,,
PHCR002203,Andhra Pradesh Old,Nalgonda,Marriguda,Chandur,16.9845,78.85689,False,,,
PHCR002204,Andhra Pradesh Old,West Godavari,Bhimadole,Kamavarapukota,16.98926,81.17391,False,,,
PHCR002205,Andhra Pradesh Old,Krishna,Vuyyuru,Kanumuru,16.99021,80.54341,False,,,
PHCR002206,Andhra Pradesh Old,Krishna,Tiruvuru,Gamapalgudem,16.99024,80.54344,False,,,
PHCR002207,Andhra Pradesh Old,East Godavari,Peddapuram,Rangampeta,16.99653,81.99698,False,,,
PHCR002208,Andhra Pradesh Old,East Godavari,Pithapuram,Panduru,16.99656,82.22193,False,,,
PHCR002209,Andhra Pradesh Old,West Godavari,Nidadavole,Chagallu,16.99875,81.64915,False,,,
PHCR002210,Andhra Pradesh Old,East Godavari,Kadiyam,UHC Ambedkarnagar,17.000538,81.804034,False,,,
PHCR002211,Andhra Pradesh Old,East Godavari,Kadiyam,UHC AP Papermill,17.000538,81.804034,False,,,
PHCR002212,Andhra Pradesh Old,East Godavari,Kadiyam,UHC Bruhannalapeta,17.000538,81.804034,False,,,
PHCR002213,Andhra Pradesh Old,East Godavari,Kadiyam,UHC Eswarnagar,17.000538,81.804034,False,,,
PHCR002214,Andhra Pradesh Old,East Godavari,Kadiyam,UHC Narayanapuram,17.000538,81.804034,False,,,
PHCR002215,Andhra Pradesh Old,East Godavari,Kadiyam,UHC Sambhunagar,17.000538,81.804034,False,,,
PHCR002216,Andhra Pradesh Old,East Godavari,Kadiyam,UHC Satilightcity RJY,17.000538,81.804034,False,,,
PHCR002217,Andhra Pradesh Old,Mahbubnagar,Kosgi,Gundumal,17.0059,77.68434,False,,,
PHCR002218,Andhra Pradesh Old,Nalgonda,Kodad,Anathagiri,17.00652,79.95952,False,,,
PHCR002219,Andhra Pradesh Old,Mahbubnagar,Kodangal,Doulthabad,17.01221,77.53821,False,,,
PHCR002220,Andhra Pradesh Old,Mahbubnagar,Kodangal,Angadi Raichur,17.01224,77.53824,False,,,
PHCR002221,Andhra Pradesh Old,West Godavari,Denduluru,Pothunuru,17.01767,80.973,False,,,
PHCR002222,Andhra Pradesh Old,East Godavari,Samalkot,Vetlapalem,17.022687,82.130561,False,,,
PHCR002223,Andhra Pradesh Old,Nalgonda,Marriguda,Marriguda,17.03172,79.21567,False,,,
PHCR002224,Andhra Pradesh Old,West Godavari,Chintalapudi,Raghavapuram,17.03651,81.27621,False,,,
PHCR002225,Andhra Pradesh Old,West Godavari,Jangareddigudem,BORRAMPALEM,17.03657,81.27627,False,,,
PHCR002226,Andhra Pradesh Old,West Godavari,Jangareddigudem,Lakkavaram,17.03658,81.27628,False,,,
PHCR002227,Andhra Pradesh Old,West Godavari,Gopalapuram,Devarapalli,17.04282,81.54357,False,,,
PHCR002228,Andhra Pradesh Old,West Godavari,Nidadavole,Gowripatnam,17.04283,81.54358,False,,,
PHCR002229,Andhra Pradesh Old,Ranga Reddy,Parigi ,Kulkacherla,17.04304,77.92532,False,,,
PHCR002230,Andhra Pradesh Old,Nellore,Vakadu,Mallam,17.046281,82.207947,False,,,
PHCR002231,Andhra Pradesh Old,Prakasam,Cumbum,Besthavaripeta,17.047762,80.098187,False,,,
PHCR002232,Andhra Pradesh Old,Prakasam,Dornala,Korraprolu,17.047762,80.098187,False,,,
PHCR002233,Andhra Pradesh Old,Prakasam,Kandukuru,Valetivaripalem,17.047762,80.098187,False,,,
PHCR002234,Andhra Pradesh Old,Prakasam,Kanigiri,Pedacherlopalli,17.047762,80.098187,False,,,
PHCR002235,Andhra Pradesh Old,Prakasam,Pamur,Chandrasekarapuram,17.047762,80.098187,False,,,
PHCR002236,Andhra Pradesh Old,Prakasam,Y.Palem,Palutla,17.047762,80.098187,False,,,
PHCR002237,Andhra Pradesh Old,Prakasam,Dornala,Chetlamitta,17.047845,80.098196,False,,,
PHCR002238,Andhra Pradesh Old,Nalgonda,Deverkonda,Konda Mallepally,17.052389,79.267181,False,,,
PHCR002239,Andhra Pradesh Old,Nalgonda,Huzurnagar,Mellacheruvu,17.052389,79.267181,False,,,
PHCR002240,Andhra Pradesh Old,Nalgonda,Kodad,Chilkur,17.052389,79.2671809,False,,,
PHCR002241,Andhra Pradesh Old,Nalgonda,Miryalguda,Neredcherla,17.052389,79.267181,False,,,
PHCR002242,Andhra Pradesh Old,Nalgonda,Miryalguda,P D Pally,17.052389,79.267181,False,,,
PHCR002243,Andhra Pradesh Old,Nalgonda,Miryalguda,Thripuraram,17.052389,79.267181,False,,,
PHCR002244,Andhra Pradesh Old,Nalgonda,Miryalguda,Vemulapally,17.052389,79.267181,False,,,
PHCR002245,Andhra Pradesh Old,Nalgonda,Nadigudem,Tripuravaram,17.052389,79.2671809,False,,,
PHCR002246,Andhra Pradesh Old,Nalgonda,Nakrekal,Ogode,17.052389,79.267181,False,,,
PHCR002247,Andhra Pradesh Old,East Godavari,Samalkot,UHC Ganapathinagaram,17.053591,82.177231,False,,,
PHCR002248,Andhra Pradesh Old,East Godavari,Samalkot,UHC Pathrulapeta,17.053591,82.177231,False,,,
PHCR002249,Andhra Pradesh Old,East Godavari,Peddapuram,Kandrakota,17.06583,82.12273,False,,,
PHCR002250,Andhra Pradesh Old,Mahbubnagar,Shadnagar,Kondurg,17.07539,77.99782,False,,,
PHCR002251,Andhra Pradesh Old,Mahbubnagar,Kodangal,Bomraspet,17.07826,77.67411,False,,,
PHCR002252,Andhra Pradesh Old,East Godavari,Samalkot,Mallam,17.0784,82.17895,False,,,
PHCR002253,Andhra Pradesh Old,Nalgonda,Nadigudem,Repala,17.07885,79.652,False,,,
PHCR002254,Andhra Pradesh Old,Nalgonda,Suryapet,Chivemla,17.07886,79.65201,False,,,
PHCR002255,Andhra Pradesh Old,Nalgonda,Suryapet,Penpahad,17.07886,79.65201,False,,,
PHCR002256,Andhra Pradesh Old,Nalgonda,Suryapet,Kasarabad,17.07888,79.65203,False,,,
PHCR002257,Andhra Pradesh Old,Nalgonda,Suryapet,Pamulapahad,17.08537,79.36828,False,,,
PHCR002258,Andhra Pradesh Old,Nalgonda,Nalgonda,Munugode,17.08831,79.05696,False,,,
PHCR002259,Andhra Pradesh Old,Mahbubnagar,Shadnagar,Nandigam,17.09067,77.60161,False,,,
PHCR002260,Andhra Pradesh Old,Nalgonda,Nagarjuna Sagar,Haliya,17.09149,79.27844,False,,,
PHCR002261,Andhra Pradesh Old,Mahbubnagar,Shadnagar,Chinchode,17.09643,78.12885,False,,,
PHCR002262,Andhra Pradesh Old,West Godavari,Gopalapuram,Malakapalli,17.098136,81.538467,False,,,
PHCR002263,Andhra Pradesh Old,Khammam,Nelakondapalli,Nelakondapalli,17.10186,80.02554,False,,,
PHCR002264,Andhra Pradesh Old,Khammam,Aswaraopeta,Koida,17.10189,80.11344,False,,,
PHCR002265,Andhra Pradesh Old,Khammam,Kunavaram,Jeediguppa,17.10192,80.11347,False,,,
PHCR002266,Andhra Pradesh Old,Khammam,Kunavaram,Rekhapalli,17.10192,80.11347,False,,,
PHCR002267,Andhra Pradesh Old,Nalgonda,Marriguda,V.T. Nagar,17.10402,79.20572,False,,,
PHCR002268,Andhra Pradesh Old,Ranga Reddy,Maheshwaram,Dubbacherla,17.10777,78.37071,False,,,
PHCR002269,Andhra Pradesh Old,East Godavari,Pithapuram,UHC Indiranagar,17.11628,82.259689,False,,,
PHCR002270,Andhra Pradesh Old,Nalgonda,Chouttuppal,Narayanpur,17.123,78.88803,False,,,
PHCR002271,Andhra Pradesh Old,East Godavari,Gokavaram,Dosakayalapalli,17.12564,81.86124,False,,,
PHCR002272,Andhra Pradesh Old,East Godavari,Peddapuram,Pulimeru,17.125759,82.161165,False,,,
PHCR002273,Andhra Pradesh Old,East Godavari,Jaggampeta,Katravulapalli,17.126325,82.081567,False,,,
PHCR002274,Andhra Pradesh Old,East Godavari,Mandapet,Rayavaram,17.13192,82.26177,False,,,
PHCR002275,Andhra Pradesh Old,East Godavari,Pithapuram,Gollaprolu,17.13192,82.26177,False,,,
PHCR002276,Andhra Pradesh Old,East Godavari,Jaggampeta,Gandepalli,17.134885,81.968994,False,,,
PHCR002277,Andhra Pradesh Old,West Godavari,Gopalapuram,Tallapudi,17.14043,81.64918,False,,,
PHCR002278,Andhra Pradesh Old,West Godavari,Gopalapuram,Annadevarapeta,17.14044,81.64919,False,,,
PHCR002279,Andhra Pradesh Old,Nalgonda,Bhongir,Bollepally,17.15132,79.28177,False,,,
PHCR002280,Andhra Pradesh Old,Nalgonda,Nakrekal,Kattangur,17.15132,79.28177,False,,,
PHCR002281,Andhra Pradesh Old,Khammam,Palvoncha,Jaganadhapuram,17.15536,80.21641,False,,,
PHCR002282,Andhra Pradesh Old,Khammam,Khammam,Chintakani,17.15542,80.21647,False,,,
PHCR002283,Andhra Pradesh Old,Nalgonda,Nakrekal,Shaligowraram,17.157849,79.433899,False,,,
PHCR002284,Andhra Pradesh Old,East Godavari,Gokavaram,Korukonda,17.16022,81.79832,False,,,
PHCR002285,Andhra Pradesh Old,East Godavari,Mandapet,Atchutapuram,17.16023,81.79833,False,,,
PHCR002286,Andhra Pradesh Old,East Godavari,MUMMIDIVARAM,VEERAVALLIPALEM,17.16279,82.05594,False,,,
PHCR002287,Andhra Pradesh Old,East Godavari,Gokavaram,Palacherla,17.16286,82.05601,False,,,
PHCR002288,Andhra Pradesh Old,Khammam,Nelakondapalli,Mudigonda,17.16487,80.02712,False,,,
PHCR002289,Andhra Pradesh Old,East Godavari,R Chodavarm (APVVP),Narsapuram,17.170973,81.858634,False,,,
PHCR002290,Andhra Pradesh Old,West Godavari,Buttayagudem,Jeelugumilli,17.17721,81.10139,False,,,
PHCR002291,Andhra Pradesh Old,West Godavari,Buttayagudem,Kamaiahpalem,17.17721,81.10139,False,,,
PHCR002292,Andhra Pradesh Old,East Godavari,Pithapuram,KP.Puram,17.180062,82.431263,False,,,
PHCR002293,Andhra Pradesh Old,East Godavari,Prathipadu,Kirlampudi,17.18228,82.19558,False,,,
PHCR002294,Andhra Pradesh Old,Khammam,Julurupadu,Julurpadu,17.18687,80.34932,False,,,
PHCR002295,Andhra Pradesh Old,East Godavari,R Chodavarm (APVVP),Gurthedu,17.19486,82.24846,False,,,
PHCR002296,Andhra Pradesh Old,Ranga Reddy,Urban Health Facilities,PPU Ibrahimpatnam,17.19515,78.65624,False,,,
PHCR002297,Andhra Pradesh Old,Nalgonda,Nakrekal,Kethepally,17.19853,79.41073,False,,,
PHCR002298,Andhra Pradesh Old,East Godavari,Pithapuram,Thondangi,17.20099,82.46523,False,,,
PHCR002299,Andhra Pradesh Old,East Godavari,Pithapuram,U.Kothapalli,17.20099,82.46523,False,,,
PHCR002300,Andhra Pradesh Old,West Godavari,Buttayagudem,Doramamidi,17.20337,81.29607,False,,,
PHCR002301,Andhra Pradesh Old,West Godavari,Buttayagudem,Anthervedhigudem,17.20339,81.29609,False,,,
PHCR002302,Andhra Pradesh Old,Khammam,Khammam,Thallada,17.20576,80.41576,False,,,
PHCR002303,Andhra Pradesh Old,Ranga Reddy,Ibrahimpatnam ,Arutla,17.21064,78.73512,False,,,
PHCR002304,Andhra Pradesh Old,Ranga Reddy,Ibrahimpatnam ,Manchal,17.21065,78.73513,False,,,
PHCR002305,Andhra Pradesh Old,Ranga Reddy,Ibrahimpatnam ,Dandumailaram,17.21069,78.73517,False,,,
PHCR002306,Andhra Pradesh Old,Khammam,Nelakondapalli,Kusumanchi,17.21208,79.95738,False,,,
PHCR002307,Andhra Pradesh Old,Khammam,Penuballi,Kalluru,17.21336,80.5951,False,,,
PHCR002308,Andhra Pradesh Old,East Godavari,Gokavaram,Kotikesavaram,17.21695,81.7719,False,,,
PHCR002309,Andhra Pradesh Old,Ranga Reddy,Shamshabad,Peddashapur,17.219113,78.33515,False,,,
PHCR002310,Andhra Pradesh Old,West Godavari,Gopalapuram,Hukumpeta,17.22226,81.62884,False,,,
PHCR002311,Andhra Pradesh Old,Ranga Reddy,Chevella ,Moinabad,17.2255,78.28711,False,,,
PHCR002312,Andhra Pradesh Old,Nalgonda,Ramannapet,Munipampula,17.22683,79.09993,False,,,
PHCR002313,Andhra Pradesh Old,Khammam,Khammam,Wyra,17.22778,80.17988,False,,,
PHCR002314,Andhra Pradesh Old,Ranga Reddy,Tandur,Yalal,17.22954,77.62629,False,,,
PHCR002315,Andhra Pradesh Old,Nalgonda,Nalgonda,Akkinepally,17.23002,79.19582,False,,,
PHCR002316,Andhra Pradesh Old,Nalgonda,Nalgonda,Narkatpally,17.23004,79.19584,False,,,
PHCR002317,Andhra Pradesh Old,Nalgonda,Chouttuppal,Velminedu,17.235025,79.021869,False,,,
PHCR002318,Andhra Pradesh Old,Ranga Reddy,Shamshabad,Narkoda,17.24398,77.84107,False,,,
PHCR002319,Andhra Pradesh Old,Ranga Reddy,Maheshwaram,Kandukur,17.24398,77.84107,False,,,
PHCR002320,Andhra Pradesh Old,East Godavari,Gokavaram,Pidathamamidi,17.254269,81.851578,False,,,
PHCR002321,Andhra Pradesh Old,Ranga Reddy,Urban Health Facilities,Hafeezpet UHC,17.257576,77.587463,False,,,
PHCR002322,Andhra Pradesh Old,Ranga Reddy,Urban Health Facilities,Mallapur UHC,17.257576,77.587463,False,,,
PHCR002323,Andhra Pradesh Old,Ranga Reddy,Urban Health Facilities,Mansoorabad  UHC,17.257576,77.587463,False,,,
PHCR002324,Andhra Pradesh Old,Ranga Reddy,Urban Health Facilities,PPU Tandur,17.257788,77.587673,False,,,
PHCR002325,Andhra Pradesh Old,Khammam,Khammam,Konijerla,17.26247,80.23972,False,,,
PHCR002326,Andhra Pradesh Old,Hyderabad,Lalapet,Bible House,17.263022,78.391255,False,,,
PHCR002327,Andhra Pradesh Old,East Godavari,Alamuru,Pedapalla,17.26727,82.26837,False,,,
PHCR002328,Andhra Pradesh Old,East Godavari,Prathipadu,Santhiasramam,17.27031,82.34446,False,,,
PHCR002329,Andhra Pradesh Old,East Godavari,Rowthulapudi,P.Mallapuram,17.27031,82.34446,False,,,
PHCR002330,Andhra Pradesh Old,East Godavari,Rowthulapudi,Sankhavaram,17.27039,82.34454,False,,,
PHCR002331,Andhra Pradesh Old,West Godavari,Jangareddigudem,Yadavolu,17.27274,81.19776,False,,,
PHCR002332,Andhra Pradesh Old,Ranga Reddy,Tandur,Peddamul,17.27681,77.63621,False,,,
PHCR002333,Andhra Pradesh Old,Ranga Reddy,Tandur,Gingurthy,17.27681,77.54701,False,,,
PHCR002334,Andhra Pradesh Old,West Godavari,Polavaram,Kondrukota,17.27893,81.61834,False,,,
PHCR002335,Andhra Pradesh Old,Ranga Reddy,Medchal ,Quthubullapur,17.2831,78.67045,False,,,
PHCR002336,Andhra Pradesh Old,East Godavari,Pithapuram,Nagulapalli,17.28614,81.87779,False,,,
PHCR002337,Andhra Pradesh Old,East Godavari,Pithapuram,Ravikampadu,17.29244,82.39744,False,,,
PHCR002338,Andhra Pradesh Old,Ranga Reddy,Chevella ,Shabad,17.30167,78.14608,False,,,
PHCR002339,Andhra Pradesh Old,East Godavari,Gokavaram,Indukuripet,17.30189,82.17569,False,,,
PHCR002340,Andhra Pradesh Old,Ranga Reddy,Parigi ,Chityal,17.3051,78.095454,False,,,
PHCR002341,Andhra Pradesh Old,Ranga Reddy,Vikarabad,Chengomul,17.30511,78.09546,False,,,
PHCR002342,Andhra Pradesh Old,Ranga Reddy,Chevella ,Chandanvally,17.30828,78.15493,False,,,
PHCR002343,Andhra Pradesh Old,East Godavari,Yeleswaram,Peddipalem,17.312711,82.215539,False,,,
PHCR002344,Andhra Pradesh Old,Hyderabad,Barkas,Barkas,17.315684,78.482298,False,,,
PHCR002345,Andhra Pradesh Old,Ranga Reddy,Hayatnagar,Abdullapur,17.32025,78.6924,False,,,
PHCR002346,Andhra Pradesh Old,Nalgonda,Chouttuppal,Pochampally,17.32754,78.79729,False,,,
PHCR002347,Andhra Pradesh Old,Ranga Reddy,Chevella ,Aloor,17.32944,78.06978,False,,,
PHCR002348,Andhra Pradesh Old,Khammam,Aswaraopeta,Aswaraopeta,17.33346,80.15977,False,,,
PHCR002349,Andhra Pradesh Old,Khammam,Aswaraopeta,Gummadivalli,17.33348,81.15979,False,,,
PHCR002350,Andhra Pradesh Old,Ranga Reddy,Ghatkesar,Narapally,17.336,77.660431,False,,,
PHCR002351,Andhra Pradesh Old,East Godavari,R Chodavarm (APVVP),Devipatanam,17.33652,81.71892,False,,,
PHCR002352,Andhra Pradesh Old,Nalgonda,Thungathurthy,Nuthankal,17.33664,79.66198,False,,,
PHCR002353,Andhra Pradesh Old,Hyderabad,Jangammet,Jahanuma,17.338422,78.460275,False,,,
PHCR002354,Andhra Pradesh Old,Hyderabad,Jangammet,Uppuguda,17.338972,78.482298,False,,,
PHCR002355,Andhra Pradesh Old,Nalgonda,Chouttuppal,Varkatpally,17.339862,78.942862,False,,,
PHCR002356,Andhra Pradesh Old,Hyderabad,Suraj Bhan,Aliyabad,17.341389,78.473774,False,,,
PHCR002357,Andhra Pradesh Old,East Godavari,Tallarevu,Velangi,17.34591,82.26506,False,,,
PHCR002358,Andhra Pradesh Old,Hyderabad,Jangammet,Balagunj,17.347582,78.476247,False,,,
PHCR002359,Andhra Pradesh Old,Ranga Reddy,Marpally,Dharur,17.34914,77.96834,False,,,
PHCR002360,Andhra Pradesh Old,Hyderabad,Jangammet,Chandulal Baradari,17.351864,78.45992,False,,,
PHCR002361,Andhra Pradesh Old,Hyderabad,Panipura,Kishan Bagh,17.352754,78.443932,False,,,
PHCR002362,Andhra Pradesh Old,Hyderabad,Suraj Bhan,Aman Nagar,17.353088,78.487271,False,,,
PHCR002363,Andhra Pradesh Old,Ranga Reddy,Hayatnagar,Saroornagar,17.35401,78.53148,False,,,
PHCR002364,Andhra Pradesh Old,Hyderabad,Suraj Bhan,Kamatipura,17.354184,78.456012,False,,,
PHCR002365,Andhra Pradesh Old,East Godavari,Rowthulapudi,UHC Sitharampuram,17.355379,82.548897,False,,,
PHCR002366,Andhra Pradesh Old,Hyderabad,Barkas,Bandlaguda,17.355589,78.392755,False,,,
PHCR002367,Andhra Pradesh Old,Hyderabad,Panipura,Doodbowli,17.35597,78.461696,False,,,
PHCR002368,Andhra Pradesh Old,Hyderabad,Malakpet,Madannapet,17.357427,78.499345,False,,,
PHCR002369,Andhra Pradesh Old,Hyderabad,Dabeerpura,Yakhutpura,17.359515,78.48514,False,,,
PHCR002370,Andhra Pradesh Old,Hyderabad,Dabeerpura,Yakutpura.II,17.359515,78.48514,False,,,
PHCR002371,Andhra Pradesh Old,Hyderabad,Suraj Bhan,Charminar,17.36155,78.47475,False,,,
PHCR002372,Andhra Pradesh Old,Ranga Reddy,Tandur,Navalga,17.36175,78.5845,False,,,
PHCR002373,Andhra Pradesh Old,Ranga Reddy,Tandur,Basheerabad,17.36177,78.58452,False,,,
PHCR002374,Andhra Pradesh Old,Hyderabad,Panipura,Puranapool,17.363852,78.459564,False,,,
